normalize_text,skor,label_single
aku sering cemas tidak naik kelas gimana dong sering takut kalau tidak naik kelas,0.534522484,Fear
aku ngerasa bingung tiap malam kalau mau tidur lebih awal aku berpikir kalau aku akan ngelewatin hal2 tertentu makanya sering tidur larut tapi saat aku tidur larut aku juga mikir gimana besok pagi di kantor kalau tidur jam segini produktif tidak d kntr pasti bakalan ngantuk itu yang bikin aku susah tidur,0.693375245,Anticipation
normal tidak sih kira kira sedih ketika melihat orang lain marah atau sedih apalagi kalau itu karena aku,0.942809042,Anger
saya nonton ini karena lagi stres,0.816496581,Sadness
kadang ngerasa senang sehappy happynya kadang stres sestres stresnya,0.666666667,Joy
abis liat ini jadi cemas karena gapunya duit buat konsultasi,0.632455532,Fear
cara mengistirahatkan pikiran gimana selama hidup tidak pernah pikiranku kosong kecuali pas tidur nyenyak tanpa mimpi,0.5,Sadness
normal tidak kalau aku sedih banget liat temen aku sedih kayak sedih banget terus aku dibilang sok,1.45521375,Sadness
aku merasa ada yang tidak wajar dengan kondisi kejiwaanku aku sring cemas dan takut dengan kematian ditinggal mati orang2 yang saya sayangi kdang saya sampai susah tidur bahkan tidak tidur sama sekali sampai pagi aku tidak tau harus bagaimana dan itu hanya terjadi malam hari,0.596284794,Fear
normal tidak sih suka nangis gitu malam malam terus suka sedih tiba tiba,0.554700196,Sadness
kak normal tidak si takut sendirian ngerasa kesepian tapi tidak pengin punya temen,0.554700196,Fear
aku kebalikannya kak dikira orang orang aku normal padahal depresi sama gangguan cemas capee kak minum obat terus,0.942809042,Fear
semoga yang mengidap penyakit mental illness di berikan kekuatan mental dalam menghadapi penyakitnya dari pencipta amin,0.5,Anticipation
