normalize_text,emotion,source,skor
rasanya campur aduk antara tidak sabar dan gugup menghadapi perubahan,anticipation,huggingface,
setiap momen bersamamu selalu menambah rasa percayaku padamu,trust,huggingface,
jijik banget lihat tumpukan piring kotor di dapur bersama,disgust,huggingface,
rasa takut bikin aku terlalu sering overthinking tentang masa depan,fear,huggingface,
tidak tahan lagi sama bug yang tidak pernah diperbaiki di game ini,anger,huggingface,
aku benarbenar jijik dengan cara orang ini memperlakukan binatang peliharaan,disgust,huggingface,
aku tahu kamu akan selalu melakukan yang terbaik untuk kita berdua,trust,huggingface,
ingin ngerasain hidup tanpa mikirin uang terusterusan,sadness,huggingface,
lihat tumpukan piring kotor di dapur bikin jijik,disgust,huggingface,
menyelesaikan tugas sulit bikin aku merasa sangat puas dan bahagia,joy,huggingface,
tidak sabar banget nunggu hari di mana kita mengikat janji suci bersama,anticipation,huggingface,
takut banget kalau semua kerja keras selama ini ternyata tidak ada hasilnya,fear,huggingface,
ingin ngerasain kasih sayang yang tulus tapi rasanya jauh dari kenyataan,sadness,huggingface,
tidak tahan lagi sama level yang mustahil diselesaikan tanpa bayar,anger,huggingface,
gak ada yang lebih menyakitkan daripada kehilangan orang yang dulu pernah aku anggap segalanya,sadness,huggingface,
takut ngecewain diri sendiri lebih dari apapun karena ekspektasiku tinggi banget,fear,huggingface,
serius  bau kaki orang di sebelahku di kereta bikin tidak nyaman,disgust,huggingface,
terkadang ingin menyerah karena dunia ini terlalu kejam buat dihadapi,sadness,huggingface,
aku percaya kamu akan selalu membimbingku dengan cara yang benar,trust,huggingface,
ketidakadilan ini bikin aku kehilangan harapan pada masa depan yang lebih baik,sadness,huggingface,
aku percaya kita bisa mengatasi setiap rintangan yang ada di depan,trust,huggingface,
dunia ini terasa seperti tempat yang gak layak untuk dihuni lagi,sadness,huggingface,
setiap tindakanmu selalu menunjukkan betapa tulusnya rasa percayaku padamu,trust,huggingface,
tidak sabar buat terlibat langsung dalam proyek besar ini,anticipation,huggingface,
semoga segera datang kabarnya udah tidak tahan lagi nunggu,anticipation,huggingface,
setiap keputusan yang kamu buat menunjukkan betapa tulusnya niatmu,trust,huggingface,
rasanya ingin tahu sekarang juga apa yang akan terjadi nanti,anticipation,huggingface,
aku tidak bisa berhenti memikirkan apa yang akan terjadi ini membuatku sangat takut,fear,huggingface,
aku kehilangan lebih dari sekadar seseorang aku kehilangan bagian dari diriku,sadness,huggingface,
tidak habis pikir kenapa dunia ini begitu cepat menghakimi tanpa memahami,anger,huggingface,
rasanya tidak sabar ingin peluk dia lagi setelah sekian lama,anticipation,huggingface,
marah banget karena koneksi tibatiba putus pas lagi di tengah game penting,anger,huggingface,
bahagia itu ketika bisa menikmati secangkir cokelat panas di malam yang dingin,joy,huggingface,
takut kalau keputusan yang aku ambil sekarang akan bikin masa depan jadi lebih sulit,fear,huggingface,
tidak bisa berhenti mikirin apa yang akan terjadi dalam beberapa hari ke depan,anticipation,huggingface,
nginjek lumpur pas lagi pakai sepatu baru,disgust,huggingface,
rasanya bahagia banget bisa meluangkan waktu untuk diriku sendiri setelah hari yang sibuk,joy,huggingface,
aku percaya kita akan berhasil karena aku yakin pada dirimu sepenuhnya,trust,huggingface,
bau rokok di ruangan tertutup seperti gini bikin mual banget,disgust,huggingface,
aku merasa sangat tidak nyaman dengan kondisi rumah yang penuh dengan barangbarang berserakan,disgust,huggingface,
aku percaya bahwa kita bisa menjadikan mimpi kita kenyataan,trust,huggingface,
bahagia itu ketika bisa menikmati waktu berkualitas bersama keluarga,joy,huggingface,
rasanya bahagia bisa merasa damai meski hari ini penuh kesibukan,joy,huggingface,
kepercayaan ini adalah ikatan yang menghubungkan hati kita,trust,huggingface,
aku tidak tahan melihat orang makan dengan tangan kotor di tempat umum,disgust,huggingface,
tidak tahan sama bau apek dari pakaian orang di sebelah,disgust,huggingface,
aku yakin kamu akan selalu memberi yang terbaik untuk kita,trust,huggingface,
gak tau kapan dunia ini bisa lebih adil dan manusiawi,sadness,huggingface,
tidak habis pikir kenapa progress dalam hobiku selalu tersendatsendat,anger,huggingface,
rasa takut ini membuatku merasa seperti hidup dalam bayangbayang kegagalan,fear,huggingface,
aku merasa sangat bahagia bisa makan siang enak bersama temanteman,joy,huggingface,
bahagia itu ketika bisa menemukan solusi kreatif untuk masalah yang rumit,joy,huggingface,
tidak habis pikir kenapa dunia ini semakin dingin dan acuh tidak acuh terhadap sesama,anger,huggingface,
setiap hari aku semakin percaya padamu karena ketulusan yang selalu kamu tunjukkan,trust,huggingface,
gak pernah ada cukup uang buat nikmatin hidup selalu habis buat kebutuhan dasar,sadness,huggingface,
aku gak tau bagaimana cara menghadapi hidup tanpa ayah di sampingku,sadness,huggingface,
lingkungan yang penuh dengan barangbarang berserakan membuatku tidak nyaman,disgust,huggingface,
hubungan ini ninggalin luka yang mungkin gak akan pernah sembuh,sadness,huggingface,
aku jijik dengan cara orang ini memperlakukan lingkungannya dengan begitu buruk,disgust,huggingface,
marah banget karena semua usaha dalam hidup ini cuma berujung kegagalan,anger,huggingface,
kadang lebih takut sama harapan sendiri daripada realita yang ada di depan mata,fear,huggingface,
setiap kali ingat ayah air mata ini gak pernah berhenti jatuh,sadness,huggingface,
rasa takut ini seperti merampas semua kebahagiaan yang pernah aku miliki,fear,huggingface,
setiap kali ingat pengkhianatan ini rasanya hati ini hancur lagi,sadness,huggingface,
aku percaya kita bisa menghadapi setiap rintangan yang datang,trust,huggingface,
kepercayaan ini membuat segalanya menjadi lebih bermakna,trust,huggingface,
gak tau bagaimana caranya move on dari hubungan yang udah jadi bagian hidupku,sadness,huggingface,
aku yakin kita akan menemukan kebahagiaan bersama karena kepercayaan ini,trust,huggingface,
aku takut kalau aku tidak akan pernah bisa keluar dari situasi sulit ini,fear,huggingface,
sulit banget nahan air mata hari ini semuanya berantakan,sadness,huggingface,
semoga keluarga selalu sehat dan bahagia,sadness,huggingface,
kamu selalu memberi alasan untuk terus percaya pada setiap keputusanmu,trust,huggingface,
gak ada yang lebih menyakitkan daripada melihat ketidakadilan merajalela tanpa ada yang menghentikan,sadness,huggingface,
aku tidak paham kenapa ada orang yang tidak ganti sprei kasur selama berbulanbulan super menjijikkan,disgust,huggingface,
tidak sabar lagi nunggu momen spiritual yang datang hanya setahun sekali,anticipation,huggingface,
sulit banget buat ngatur keuangan paspasan yang gak pernah cukup buat sebulan,sadness,huggingface,
aku selalu berharap bisa bicara dengan ayah sekali lagi,sadness,huggingface,
ngitung hari terus karena tidak sabar lihat hasil akhirnya,anticipation,huggingface,
aku takut kalau aku tidak akan pernah bisa menjadi orang yang aku inginkan,fear,huggingface,
tidak habis pikir kenapa kamu tidak pernah mau dengerin apa yang aku bilang,anger,huggingface,
aku tidak bisa berhenti merasa takut bahkan saat tidak ada yang terjadi,fear,huggingface,
rasa takut ini membuatku ragu untuk melangkah maju aku tidak tahu harus bagaimana,fear,huggingface,
kesel maksimal udah main lamalama tapi progress game tidak tersimpan,anger,huggingface,
rasa percaya ini membuatku yakin pada setiap langkah yang kita ambil,trust,huggingface,
berhasil mengatasi masalah di tempat kerja bikin aku merasa lebih percaya diri dan bahagia,joy,huggingface,
tidak tahan lagi menunggu momen suci yang akan mengubah hidup kami selamanya,anticipation,huggingface,
aku depresi tapi dianggap biasa sama keluarga serta teman2 saya,sadness,youtube,0.632455532
tolong aku saya mohon tolong aku depresi,sadness,youtube,0.755928946
baru juga tanya di sekolah depresi apa,sadness,youtube,0.755928946
pasti depresi saya udah kaya yang di video 4bulanan,sadness,youtube,0.666666667
aku sering ngerasa kesepian bahkan sedih sampai sehari full dan tidak nafsu makan ngerasa hampa dan tidak tau gimana caranya buat ngembaliin mood serasa tidak tertarik buat ngomong sama orang2 sampai tidak tau harus ngomong apaan dan jawab apaan kalau udah parah banget aku pasti nangis sendiri karena saking ngerasa kesepian apa itu bisa disebut depresi,sadness,youtube,1.069044968
kenapa aku masih tidak ngerti apa iti depresi terutama di bagian gejala gejala sih,sadness,youtube,0.534522484
taukah kalian dokter ini pada masa sekolahnya dulu sering melakukan pembullian dan menyebabkan depresi,sadness,youtube,0.534522484
bocil yang disuruh beli garem waktu push rank aku depresi,sadness,youtube,0.632455532
kenapa aku gpernah blng lagi depresi ke orang lain pdhal emang lagi depresi,sadness,youtube,1.109400392
ya kali jawab nya lagi   depresi nih   tidak pernah itu gitu wkw,sadness,youtube,0.534522484
apa bedanya trauma dan depresi,sadness,youtube,0.894427191
saya kalau d tempat kerja saya jadi pelawak loh bisa cerita yang bikin ngakak semua tman kerja tapi pas saya sendiri saya kesepian hampa tidak ada guna saya hidup,sadness,youtube,0.742781353
ternyata selama ini aku benar benar depresi padahal dulu aku anaknya ceria sekarang semenjak masuk sampai aku jadi seperti sekarang pendiam suka sedih sendiri kadang aku sering menganggap pena atau barang yang lain itu hidup dan bicara dengan benda yang aku pegang,sadness,youtube,0.6172134
depresi bukan bahan candaan nice informasi,sadness,youtube,0.816496581
kalau tidak sedih pas bapa meninggal itu gimana soal nya udah usaha nangis tidak bisa juga,sadness,youtube,0.5
banyak orang2 yang koar2 di publik kalau mereka punya depresi tapi nyatanya tidak begitu malah yang benar2 punya hampir tidak pernah di utarakan kata   depresi   itu sebenarnya tidak segampang itu,sadness,youtube,0.707106781
kalian bilang kalian depresi sehingga kalian tidak sadar kalau kalian self diagnose,sadness,youtube,0.577350269
intinya depresi itu timbul karena kesedihan kita yang mendalam akibat ditekan dengan suasana yang tidak mendukung kita ditekan oleh tugas kerja sekolah utang intinya penyebab deperesi adalah manusia,sadness,youtube,0.56694671
kalau seseorang memendam rasa sakitnya sendiri apakah termasuk depresi,sadness,youtube,0.666666667
saya nonton ini karena lagi stres,sadness,youtube,0.816496581
ada yang bisa tolong aku sepertinya aku sedang depresi,sadness,youtube,0.666666667
aku depresi n lagi dalam fase ini dan tidak ngerti harus gimana sebenarnya,sadness,youtube,0.554700196
wow berarti saya depresi dari sampai,sadness,youtube,0.816496581
ada yang udah sembuh dari depresi kalau ada tutornya dong,sadness,youtube,0.632455532
depresi itu ketika kita hidup di dunia tetapi tidak pernah merasakan memek satu kali pun,sadness,youtube,0.516397779
kdng ngerasa sendiri padahal di tempat rame emosi sedih kdng timbul secara mendadak dari sampai sekarang masih punya pikiran mau mati,sadness,youtube,0.872871561
saya membutuhkan pertolongan saya merasa sedang ada di fase depresi,sadness,youtube,0.632455532
wagelaseh bahasan materinya wajib di viralkan bisa menyelamatkan jutaan orang nih yang kena depresi nih,sadness,youtube,0.516397779
kalau sadar punya pwnyakit depresi apakah bisa mengubah diri sendiri,sadness,youtube,0.632455532
aku itu depresi gara gara ditekan orang tua cuman gara gara sekolah,sadness,youtube,0.577350269
saya pernah mengalami depresi minimal itu penyebabnya gara sering begedang dan saya susah untuk tidur tengah malam jadi insomnia pikirin itu terus menghantui saya sehingga saya depresi dan cara untuk menyembuhkan nya adalah dengan sering beribadah dan hidup sehat,sadness,youtube,0.800640769
jika tanda depresi ada tapi tidak mau berobat apa akan berpengaruh buruk,sadness,youtube,0.577350269
apa bedanya mental kuat sama mental sehat,sadness,youtube,0.755928946
tapi saya lebih sering terasa   kosong   daripada sedih apakah saya emang betul   depresi,sadness,youtube,1.0
aku tidak tau kenapa tapi aku itu yang jelas depresi dengan hidup,sadness,youtube,0.577350269
orang depresi sama orang sekitar pasti dianggapnya   gila   jadi kadang ada orang yang tidak mau sampai ada orang lain yang tau kalau dia depresi,sadness,youtube,0.784464541
aku merasa aneh bilang semangat tapi aku yang kaya depresi,sadness,youtube,0.632455532
campur aduk lah pokonyamah lngkap di video ini kak mikirinnya jadi sedih,sadness,youtube,0.577350269
depresi aku lagi berak dituduh coli broken home,sadness,youtube,0.707106781
aku semua itu punya hampa sedih dan murung,sadness,youtube,0.707106781
jika si a merasakan sedih yang mendalam namun tidak ada alasan untuk sedih apakah itu gejala depressi,sadness,youtube,0.9701425
saya sering depresi di sekolah tapi aku tidak pernah ngomong,sadness,youtube,0.632455532
stress dibilang depresi depresi dibilang kesurupan kesurupan dibilang histeria dasar people,sadness,youtube,1.206045378
saya depresi gegara ada citer yang nongol di ini game,sadness,youtube,0.632455532
alasan aku depresi karena aku malu sama masa lalu saya yang terlalu memalukan,sadness,youtube,0.554700196
depresi itu benar2 diluar dugaan,sadness,youtube,0.894427191
terima kasih minimal maaf apakah depresi itu gejala gila,sadness,youtube,0.666666667
kesehatan mental itu bisa dirasakan dari janin dan kesehatan fisik memengaruhi kesehatan mental jadi kurang gizi bisa bikin gangguan mental,sadness,youtube,0.670820393
saya merasa diri saya depresi dan dokter sudah mengetes saya makanya mau cari tau ke sini saya tidak bisa tidur suka kebangun dan pikiran saya kacau,sadness,youtube,0.784464541
aku depresi karena saya dikucilkan dan aku bersusah payah cari teman di hago,sadness,youtube,0.554700196
apakah masuk depresi ketika saya sudah tidak merasakan perasaan bahagia atau sedih atau kesel bahkan untuk hal hal kecil termasuk saat momen penting yaitu pernikahan dan kelahiran anak semuanya dilewati begitu saja,anger,youtube,0.707106781
saya lagi difase gangguan depresi merasa terhibur sama dokter nya cara bicaranya lucu,joy,youtube,0.554700196
tahun terakhir kadang terpaksa minum obat tidur demi bisa ngantor meeting business travel sembuh dari sinus tapi pasangan saya bukan pendengar sebaik sahabat2 kerjaan juga sulit cari dan terpaksa berhenti beribadah berusaha sudah tapi kadang masih sisaan tidur ya anxiety ringan depresi ringan,fear,youtube,0.609994281
sedih ketika tubuh punya kekurangan semoga di temui orang positif dan di jauhi ganguan jiwa,anticipation,youtube,0.516397779
podcast ini jadi buat aku ingat sama drakor daily dose of sunshine yang mana dia seorang perawat rumah sakit jiwa yang akhirnya perawatnya kena penyakit mental atau gangguan kecemasan dan setres sampai mau mati depresi banyak banget yang di bahas tentang skizofernia bipolar gangguan kecemasan depresi dan masih banyak lagi drama nya bagus banget dan menang di blue dragon,fear,youtube,0.650944555
bapaku dari didiagnosa psikiater depresi dan cemas berobatnya ke rsk dharmawangsa bulan kmrn kena psikosomatik ngerasa sakit berat katanya rasanya punggungnya dingin selalu selimutan kemana mana pakai jaket selalu ngeluh aduh aduh akhirnya mcu hasilnya baik semua akhirnya kontrol ke rsk dharmawangsa ke ternyata depresi sama cemasnya lagi kambuh terus obatnya ditambahin sekarang alhamdulillah psikomatiknya udah sembuh depresi dan cemasnya masih minum obatnya dari sekarang,fear,youtube,0.992277877
dokter evelyn ini enak banget ngobrolnya pengin diskusi karena w pernah depresi alhamdulillah udah balik pas depresi emang saya kehilangan minat hidup makanya pas saya udah sembuh senang makan saya bersyukur karena pas depresi males makan wkwkw,joy,youtube,0.986393924
aku kalau lagi cemas atau panik lompat lompat sambil nangis wkwkwkwwk,fear,youtube,0.603022689
cemas berlebih saat tanggal tua itu apakah termasuk gangguan ya bang,fear,youtube,0.603022689
aku kena gerd kalau kambuh sama paniknya juga padahal pola makan udah aman dan memghindari makanan yang dilarang tapi tetap kambuh ternyata stres pemicunya tidak nyangka stres sebahaya ini,fear,youtube,0.742781353
depresi biasanya terlihat bahagia perhatiin aja foto foto tokoh dunia yang depresi,joy,youtube,1.154700538
reaksi stres akut tahap stres denial anger marah bargaining nawar depresi acceptance,anger,youtube,1.732050808
penasaran ini bang radit lagi stres mikirin masalah apa wkwk,anticipation,youtube,0.632455532
alhamdulillah beruntung banget walau sudah 4tahun ini saya mengalami stres akut n depresi serta tidak punya teman setidaknya saya masih bisa hidup sampai detik ini walau jujur tiap hari pengennya cuma mati,joy,youtube,0.707106781
depresi karena nganggur ingin rasa nya mengakhiri hidup,anticipation,youtube,0.707106781
mau tanya nih bos depresi bisa kena cemas,fear,youtube,1.414213562
hai aku penyintas depresi episode rasanya berat semoga kita semua sehat selalu baik fisik maupun mental buat teman teman yang sehat tolong jangn terlalu menyepelekan kesehatan mental dan jika kalian tidak bisa memberi solusi mohon jangan membandingkan dan menghakimi,anticipation,youtube,0.640512615
aku tahun tapi selalu di bully jadi depresi terkena penyakit anxiety,fear,youtube,0.603022689
aku depresi gara gara nenek aku mati,disgust,youtube,0.755928946
doakan saya kawam saya didiagnosa depresi sedang semoga kalian diluar sana yang sedang berjuang diberkian kesembuhan,anticipation,youtube,0.5
tahun saya di siksa dengan depresi orang tidak tau yang kita rasakan tidak ada rasa sedih senang tidak ada yang bisa kita rasakan sedangkan mau makan saja butuh tenaga yang luar biasa untuk mengambil makanan sukur saat ini saya sudah terbebas dari depresi,joy,youtube,0.914991422
kok pas depresi deg degan sama sesak nafas ya,fear,youtube,0.666666667
tahun nganggur gara2 saya depresi trauma masa lalu dan takut sebelum memulai saat mental down saya selalu ingin bunuh diri gini amat hidup saya sekarang jadi nolep tidak punya tujuan hidup,fear,youtube,0.538815906
kalau ketergantungan obat jatuhnya kecemasan atau depresi,fear,youtube,0.755928946
saat ini aku sedang mengalami stres atau depresi atau bahkan aku kena gangguan jiwa atau trauma batin yang sudah mndlm aku gtw yang kutau saat ini aku ingin sendiri dan lebih nymn menyendiri keluar hanya sekedar keperluan saja,anticipation,youtube,0.648885685
bagi penderita depresi jangan lah khawatir tentang hidup kamu atau masalahmu dan jangan biarkan masalahmu mendalilkan dirimu karena kamu saja la yang bisa mendalilkan dirimu masalah kamu dan pikiran kamu dan ingatlah bahwa dunia ini hanya sementara saya doakan selalu untuk kamu semoga sembuh dari depresi,fear,youtube,0.737209781
rasa ingin bunuh diri apa itu depresi,anticipation,youtube,0.755928946
saya sering merasa kesepian sedih tiba2 pengin nangis mengurung diri sendiri di kamar,anticipation,youtube,1.109400392
hidup sebebas ini juga masih depresi plus anxiety,fear,youtube,0.707106781
haaai aku juga penyintasnya dan berhasil melalui masa masa sulit itu kita sendiri yang paham apa yang membuat kita ngerasa depresi trauma dan sedih karena itu adalah akibat dari ingatan buruk tentang sesuatu hal yang berusaha kita lupakan tapi secara tidak langsung itu menyakiti alam bawah sadar kita salah satu jalan sembuhnya berawal dari kita sendiri karena depresi tidak bisa dihilangkan dengan obat saja karena obat hanya untuk menenangkan kita dan supaya kita bisa tidur jika dapat obat untuk tidur dan mengalami susah tidur terapi yang bisa kita terapkan di diri kita sendiri adalah dimulai dengan berhenti mengutuk orang lain dan berusaha memaafkan dan berdamai dengan masa lalu yang memberimu rasa takut trauma penyesalan dan kesedihan karena kalau kalian belum iklas proses pengobatan untuk depresi pasti akan lama itulah kenapa kembali lagi terapi utamanya berawal dari kita sendiri semangat iya kalian kalau aku bisa kalian juga pasti bisa,fear,youtube,0.90419443
kalau aku sudah depresi sih jujur baru baru ini aja sampai nekat ingin membunuh diri sebanyak kali dan apalagi kalau sudah depresi aku muncul itu lagi aku suka banget dengan yang namanya melukai diriku,trust,youtube,0.685994341
ada gasih obat yang bisa ngilangin emosi ngilangin rasa sedih marah dan takut,anger,youtube,0.832050294
lah saya tidak pernah ngomong depresi palingan saya ngomong   ahh anjing  ,anger,youtube,0.554700196
depresi dengan gangguan kecemasan yang sudah sampai sesak nafas,fear,youtube,0.666666667
jika aku bandingkan kehidupanku di tahun dengan ternyata beda jauh coy karena di tahun awal saya hidup perfeksionis yang mengakibatkan depresi berat dan gangguan jiwa tapi di tahun akhir udah gadak lagi hal tersebut karena telah diminimalisir yeah walaupun terkadang masih membawa masalah lama yang bikin depresi tapi dengan melakukan perubahan hidup maka hidup bakalan tidak saket kepala yang bakalan menjadi mudah,anticipation,youtube,0.508000508
jijik sama komen   depresi karena kurang ibadah kurang dekat sama tuhan kurang iman   ewh,disgust,youtube,0.5
depresi bisa hilang dengan sendirinya cukup jalani jangan ambil keputusan yang salah karena saya sering mengalami hal ini dan merasa muak dengan orang yang tidak dapat mengerti masalah yang saya alami dan terkadang kita harus menangis sekeras kerasnya untuk menghilangkan beban yang membuat depresi,disgust,youtube,0.603022689
aku masih sampai dengan tapi udah stres depresi karena saya kesepian terlalu banyak sekolah bosan mau ngapain dan saya dulu cengeng sekarang saya sudah tidak cengeng walaupun di dalam hati pengin banget nangis,anticipation,youtube,1.044465936
moodnya tidak bagus dan murung tanda depresi saya bahagia dalam kesunyian i think it just perfect good to hate ppl tidak depresi sedih berkepanjangan karena suatu hal saya gelisah tidak ada alesan malem nangis sendiri tidak tau kenapa,fear,youtube,0.973328527
aku boleh cerita sedikit aku merasakan cinta untuk pertama kalinya di umur 22th dan hubungan kita sudah 3th dan perempuan itu meninggal aku padahal apa yang dia mau aku kasih dan aku membelikan cincin untuk pertunangan kita aku sedih aku tres aku bingung aku salah apa depresi ini membuat saya ingin mengakhiri hidup aku meminum cairan pembersih wc yang aku kasih sedikit esbatu dan depresi ini menyelimuti saya selama 8bulan berjalan ini dan entah kenapa setiap aku tertidur seperti kejang kejang sesaat di saat tidur siang maupun malam hari dan buat kalian semangat kita pasti bisa melawannya kata dokter saya obat yang sesungguhnya ada di keluarga dan orang orang terdekat kalian yang selalu terbuka apapun itu terima kasih teman teman,anticipation,youtube,0.63900965
aku dengar kalau terlalu sering main ponsel pintar atau gadget lainnya bisa menyebabkan stres dan depresi apakah benar aku ini orangnya teliti banget segalanya diperhatiin gara itu aku malah jadi sering banget mikirin kata orang sampai nangis di kamar   kenapa aku tidak bisa jadi seperti itu     aku pengin jadi seperti mereka   yah cuma agak curhat aja sih,anticipation,youtube,0.51214752
stres depresi dan sebagainya itu emang nyata dan yang menderitanya sangat2 butuh bantuan sedikit yang stimulasi kebahagian aja bener2 ngefek misalnya aja saya pernah lagi bad mood banget dan bakal kesel sama siapapun dan lagi tidak mau ngomong sama siapa2 tapi kemudian pas saya makan makanan enak yang tidak nyangka banget seenak itu langsung timbul bahagia seolah2 zat2 kayak serotonin dopamin tadi itu meningkat tapi sayangnya itu cuma sementara pas makanan itu habis hal itu kambuh lagi   semoga yang sedang sakit segera sembuh dan sehat lagi fisik dan mental,anger,youtube,0.527046277
mau tidak mau kita harus hidup berdampingan dengan yang namanya depresi,trust,youtube,0.603022689
hari ini depresi enxiety besok b aja,anticipation,youtube,0.755928946
tolong jawab pertanyaan ini usia saya tahun dan di masukkan kedalam pondok pesantren oleh orang tua saya sehari hari memang aku tidak berhenti menangis karena tidak betah tapi setelah berminggu minggu aku sudah mulai betah dan tidak nangis lagi tapi aku merasa sedih gelisah tidak semangat setiap saat entah datang nya dari mana segitu berbeda dari sifat saya saat masih sampai dengan yang selalu semangat dan sering ketawa pokoknya bahagia setelah kupikir pikir sepertinya rasa sedih gelisah serta khawatir ini bukan disebab kan karena tidak betah di pondok karena rasa sedih nya bukan datang ketika aku sedang rindu orang tua dan aneh nya lagi rasa sedih gelisah tidak nyaman gundah nya datang setiap hari sehingga aku jadi jarang bersosial dan berbicara dan menjadi penyendiri setiap hari apakah aku sedang terkena gangguan jiwa atau karena faktor lain tolong di jawab supaya aku tidak bingung lagi,fear,youtube,0.666666667
depresi butuh orang buat curhat meanwhile ketika curhat lagi depresi kamu itu cuma kurang bersyukur kamu itu cuma kurang beriman mangkanya sholat depresi doang paling juga seminggu sembuh dan sejenisnya saran kalau emang lagi depresi curhatnya langsung ke psikolog jangan ke orang2 biasa sebagian besar mereka bakal ngeremehin dan gabegitu peduli apalagi ngebantu,joy,youtube,1.098884512
saya depresi gara banyak utang ingin rasanya brrhnti dalam menjalani hidup,anticipation,youtube,0.603022689
jangan depresi bro nanti kalau luw depresi saya sih gapeduli,anticipation,youtube,1.264911064
di umur di hantam kegagalan2 jadi overthinking lelah mencoba kembali depresi dan trima kasih untuk video ini semangat semuanyaaa,fear,youtube,0.688247202
saya sedang mengalami depresi mungkin karena setiap kesepian pasti sedih inget masa masa yang mungkin berpisah sama tunangan dibarengin sama perasaan cemas takut berlebihan ya itu lah anxiety,fear,youtube,1.511857892
ada yang depresi badan rasanya lelah banget bawaanya pengin tidur terus,anticipation,youtube,1.206045378
saya bingung dengan diri saya saya sedih untuk waktu yang lama dan alasanya juga hampir tidak jelas sudah itu diliputi perasaan cemas apakah yang saya lakukan sudah benar dimata orang lain perasaan sedih dan cemas menemani hariku selama bertahun2 belakangan ini sampai berpikir mungkin mati jawabanya karena siksa neraka membuatku tetap waras dan mencegah saya bunuh diri tapi lama kelamaan semakin kosong aku tidak tau sampai kapan aku tetap waras,fear,youtube,0.956182887
kadang bingung sebenarnya perasaannya kayak gimana soalnya kadang suka senang marah sedih sendiri,anger,youtube,0.554700196
sedang di posisi ini udah kuat nahan nangis tiba tiba ditelpon ibu ditanya   kamu sehat kan di sana   langsung nangis kejer tidak tau kenapa hidup sekarang hampa tidak sedih tapi tidak senang juga kehidupan berjalan dengan baik tapi entah kenapa ngerasa capek banget padahal tidak ngapa ngapain lagi belajar tiba tiba nangis kadang pengin bunuh diri dan menghilang dari dunia ini di tempat ramai tapi ngerasa kesepian ngerasa semua orang ngejauhin ngerasa otak berpikir terlalu keras kadang sampai nyakitin diri sendiri demi melampiaskan rasa hampa dan sedih yang sedang di alami bisa mengerjakan kegiatan sehari hari seperti biasa tapi tidak ada perasaan atas hal yang dilakukan hanya hampa,joy,youtube,0.572077554
kadang orang yang depresi butuh uang buat ke psikolog seperti saya yang pengin curhat,anticipation,youtube,0.534522484
tidur berantakan malam jadi siang dan sebaliknya males ketemu banyak orang pengin sendirian terus gapengen ngelakuin apa apa selain baring di tempat tidur kalau ada yang nyenggol dikit maunya marah marah dan meledak ledak melukai diri sendiri karena merasa udah tidak ada artinya sempet ngalamin itu sebulan yang lalu berjalan selama minggu tapi masih tetap mikir kalau itu stres biasa karena ada masalah di tempat kerja yang buat saya harus resign akhirnya sekarang udah jauh lebih baik dan aktifitas lagi eh justru nemu penjelasan ini,anger,youtube,0.542326145
tolong ya supaya kita semua sehat mental jangan pernah ngomong ke siapapun itu baik odgj maupun orang biasa kalimat kalimat seperti   jangan sedih     jangan marah     jangan takut   kita sering dengar tentang emosi negatif dan emosi positif padahal tidak ada yang namanya emosi positif dan negatif setiap emosi punya fungsinya masing masing yang ada negatif dan positif itu cara mengekspresikannya kamu sedih terus nangis wajar kamu sedih malah bikin males makan dan tidak mau makan apapun itu salah,anger,youtube,1.20740686
entah mengapa kalau saya selalu suka lelah padahal baru saja keluar rumah sudah merasa lelah dan ingin tidur lagi dan entah mengapa saya bisa sedih tanpa sebab dan merasa hampa dan merasa kesepian dan saya suka overtaking dan suka sedih terhadap hal   sepele dan berharap kepada orang yang selalu menyakiti saya setiap detik dan waktu namun entah mengapa saya masih selalu menginginkan nya minta saran harus ngapain yah,anticipation,youtube,1.083472678
bang kalau sering takut merasa kaya dunia ini sunyi apakah itu depresi,fear,youtube,0.577350269
sedih nontonnya inget orang yang aku kenal yang didiagnosa depresi dan gad berharap bisa selalu nyimak apa yang dia ceritain tapi udah jarang komunikasi mau negur dan ngajak bicara takut salah ngomong berharap bisa bantu lebih daripada itu makanya kalau ketemu sekali waktu cuman aku peluk aja,fear,youtube,0.583459966
padahal saya masih sampai tapi sudah depresi wajar tidak saya takut tidak bisa mengatasinya,fear,youtube,0.534522484
huhuu ngeri banget timline yt tau aja akunya lagi depresi hiks  ,fear,youtube,0.577350269
orang yang depresi biasanya tidak sadar disaat mereka mulai sadar pasti selalu ditepis dengan pemikiran   aku tidak depresi aku baik   aja   but kamu tidak fine i know sulit banget bagi orang depresi buat dapat perlakuan dan dorongan buat sembuh karena menurut orang lain depresi itu dianggap gila depresi itu aib dan kamu pasti merasa sendiri mulai menarik diri dari dunia sosial karena takut dengan judgenya orang   bahwa kamu itu depresi artinya kamu gila but remember kamu tidak gila kamu tidak alone kamu strong kamu brave kamu pasti mampu sembuh karena kamu itu special,fear,youtube,1.218415398
ada tidak disini yang kalau lagi capek depresi dengerin lagu magic shop,fear,youtube,0.577350269
