normalize_text;teks_no_stop;teks_final;label;label_id
tidak ngerti kenapa ada orang yang tidak cuci tangan setelah dari toilet;ngerti ada orang tidak cuci tangan dari toilet;ngerti ada orang tidak cuci tangan dari toilet;disgust;2
tidak sabar nunggu hari libur biar bisa habisin waktu bareng dia;sabar nunggu hari libur biar habisin waktu bareng;sabar nunggu hari libur biar habisin waktu bareng;anticipation;1
kepercayaan yang kita miliki adalah pilar terkuat dalam hubungan ini;kepercayaan kita miliki pilar terkuat hubungan;percaya kita milik pilar kuat hubung;trust;6
kesel maksimal karena semua usaha buat capai keinginan ini selalu siasia;kesel maksimal semua usaha buat capai keinginan selalu siasia;kesel maksimal semua usaha buat capai ingin selalu siasia;anger;0
ingin banget ada yang sayang tanpa syarat tanpa harus aku berusaha keras;banget yang sayang syarat harus aku berusaha keras;banget yang sayang syarat harus aku usaha keras;sadness;5
aku takut semua ini akan berakhir dengan kekecewaan yang mendalam;aku takut semua akan berakhir kekecewaan mendalam;aku takut semua akan akhir kecewa dalam;fear;3
momen kecil seperti melihat pelangi setelah hujan bikin aku merasa sangat bahagia;momen kecil melihat pelangi hujan membuat aku merasa sangat bahagia;momen kecil lihat pelangi hujan buat aku rasa sangat bahagia;joy;4
ngitung jam terus karena nungguin momen spesial yang udah aku tunggu lama;ngitung jam terus nungguin momen spesial sudah aku tunggu lama;ngitung jam terus nungguin momen spesial sudah aku tunggu lama;anticipation;1
lihat orang makan makanan yang udah jatuh di lantai;lihat orang makan makanan sudah jatuh lantai;lihat orang makan makan sudah jatuh lantai;disgust;2
orang yang membuang sampah ke laut benarbenar tidak punya empati;orang membuang sampah laut benarbenar punya empati;orang buang sampah laut benarbenar punya empati;disgust;2
tidak sabar untuk menjalani hari di mana cinta kita diikat dengan janji suci;sabar menjalani hari mana cinta diikat janji suci;sabar jalan hari mana cinta ikat janji suci;anticipation;1
kamu selalu bisa diandalkan dan itu membuat rasa percayaku semakin besar;kamu selalu diandalkan itu membuat rasa percayaku semakin besar;kamu selalu andal itu buat rasa percaya makin besar;trust;6
kepercayaan ini adalah dasar dari hubungan yang kuat;kepercayaan adalah dasar hubungan kuat;percaya adalah dasar hubung kuat;trust;6
rasanya sangat bahagia bisa melukis sepanjang hari tanpa gangguan;rasanya sangat bahagia melukis sepanjang hari gangguan;rasa sangat bahagia luk panjang hari ganggu;joy;4
tidak tahan lagi nungguin keputusan besar yang akan datang;tahan nungguin keputusan besar akan datang;tahan nungguin putus besar akan datang;anticipation;1
rasa takut ini seperti awan gelap yang selalu menggantung di atas kepala;rasa takut seperti awan gelap selalu menggantung atas kepala;rasa takut seperti awan gelap selalu gantung atas kepala;fear;3
memotret pemandangan alam bikin hati ini penuh kebahagiaan;memotret pemandangan alam membuat hati penuh kebahagiaan;potret pandang alam buat hati penuh bahagia;joy;4
tidak sabar buat nyobain teknik melukis yang baru aku pelajari;sabar buat nyobain teknik melukis baru aku pelajari;sabar buat nyobain teknik luk baru aku ajar;anticipation;1
tidak bisa berhenti merasa jijik melihat kondisi pasar yang kotor dan berantakan;bisa berhenti merasa jijik melihat kondisi pasar kotor berantakan;bisa henti rasa jijik lihat kondisi pasar kotor beranta;disgust;2
aku merasa bahagia saat mendapatkan ide kreatif untuk proyek yang sedang dikerjakan;aku merasa bahagia mendapatkan ide kreatif proyek sedang dikerjakan;aku rasa bahagia dapat ide kreatif proyek sedang kerja;joy;4
aku yakin kehadiranmu membuat segalanya menjadi lebih baik;aku yakin kehadiranmu membuat segalanya menjadi lebih baik;aku yakin hadir buat segala jadi lebih baik;trust;6
semoga segera ada kepastian tidak tahan lagi nungguin jawaban;semoga segera kepastian tahan nungguin jawaban;moga segera pasti tahan nungguin jawab;anticipation;1
kesel maksimal buku ini lebih fokus pada deskripsi daripada aksi atau dialog yang menarik;kesel maksimal buku lebih fokus deskripsi aksi dialog menarik;kesel maksimal buku lebih fokus deskripsi aksi dialog tarik;anger;0
takut salah langkah tapi lebih takut lagi kalau tidak coba sama sekali;takut salah langkah lebih takut kalau coba sama sekali;takut salah langkah lebih takut kalau coba sama sekali;fear;3
kesel maksimal dunia ini terus memberikan tempat pada orang yang tidak layak mendapatkannya;kesel maksimal dunia terus memberikan tempat orang tidak layak mendapatkannya;kesel maksimal dunia terus beri tempat orang tidak layak dapat;anger;0
kesel banget karena progress hobiku tidak sesuai harapan padahal udah usaha keras;kesel banget progress hobiku sesuai harapan padahal usaha keras;kesel banget progress hobi sesuai harap padahal usaha keras;anger;0
ingin tahu bagaimana hasil sulaman yang aku kerjakan selama ini;tahu bagaimana hasil sulaman aku kerjakan selama;tahu bagaimana hasil sulam aku kerja lama;anticipation;1
gak akan pernah ada yang bisa menggantikan tempat ibu di hati dan hidupku;akan pernah yang menggantikan tempat ibu hati hidupku;akan pernah yang ganti tempat ibu hati hidup;sadness;5
aku tidak pernah merasa ragu karena kepercayaan ini telah terbangun;aku pernah merasa ragu kepercayaan telah terbangun;aku pernah rasa ragu percaya telah bangun;trust;6
kadang ngerasa gak ada yang bisa kita lakukan ketika ketidakadilan terus terjadi;kadang ngerasa ada bisa lakukan ketidakadilan terus terjadi;kadang ngerasa ada bisa laku ketidakadilan terus jadi;sadness;5
kepercayaan yang kamu berikan padaku membuatku semakin yakin menghadapi harihari ke depan;kepercayaan kamu berikan padaku membuatku semakin yakin menghadapi harihari depan;percaya kamu ikan pada buat makin yakin hadap harihari depan;trust;6
rasanya sangat menyenangkan bisa menyelesaikan tugas tanpa ada revisi;rasanya sangat menyenangkan menyelesaikan tugas ada revisi;rasa sangat senang selesai tugas ada revisi;joy;4
rasa takut ini membuatku merasa seperti semua yang aku lakukan sia sia;rasa takut membuatku merasa semua aku lakukan sia sia;rasa takut buat rasa semua aku laku sia sia;fear;3
rasanya bahagia banget bisa bermain game nostalgia dari masa kecil;rasanya bahagia banget bermain game nostalgia masa kecil;rasa bahagia banget main game nostalgia masa kecil;joy;4
marah banget karena progress quest ini terlalu lama dan ngebosenin;marah banget progress quest terlalu lama ngebosenin;marah banget progress quest terlalu lama ngebosenin;anger;0
aku tahu kita bisa menghadapi tantangan apapun karena kita saling percaya;aku tahu bisa menghadapi tantangan apapun kita saling percaya;aku tahu bisa hadap tantang apa kita saling percaya;trust;6
mengerjakan tugas yang menantang bikin aku merasa lebih hidup dan bahagia;mengerjakan tugas menantang membuat aku merasa lebih hidup bahagia;kerja tugas tantang buat aku rasa lebih hidup bahagia;joy;4
aku percaya kamu akan selalu menjaga kepercayaan ini dengan baik;aku percaya kamu selalu menjaga kepercayaan dengan baik;aku percaya kamu selalu jaga percaya dengan baik;trust;6
kepercayaan ini membangun rasa aman yang membuat hubungan kita semakin kuat;kepercayaan membangun rasa aman membuat hubungan semakin kuat;percaya bangun rasa aman buat hubung makin kuat;trust;6
tidak sabar buat merasakan momen di mana semua janji kami menjadi nyata;sabar buat merasakan momen mana semua janji menjadi nyata;sabar buat rasa momen mana semua janji jadi nyata;anticipation;1
rasanya sedih banget ketika semua impian yang dibangun gagal begitu saja;rasanya sedih banget semua impian dibangun gagal saja;rasa sedih banget semua impi bangun gagal saja;sadness;5
semakin hari semakin tidak sabar buat ngelihat apa yang akan terjadi;semakin hari semakin sabar buat ngelihat apa akan terjadi;makin hari makin sabar buat ngelihat apa akan jadi;anticipation;1
rasa takut ini membuatku merasa sangat kecil dan tidak berdaya;rasa takut membuatku merasa sangat kecil tidak berdaya;rasa takut buat rasa sangat kecil tidak daya;fear;3
pikiranku terus ke hari suci yang akan datang tidak sabar menantikan keajaibannya;pikiranku terus hari suci akan datang sabar menantikan keajaibannya;pikir terus hari suci akan datang sabar nanti ajaib;anticipation;1
kenapa perasaan takut ini tidak pernah hilang selalu ada di pikiran;perasaan takut tidak pernah hilang selalu di pikiran;asa takut tidak pernah hilang selalu di pikir;fear;3
aku bahagia karena bisa menonton serial favorit sambil bersantai;aku bahagia bisa menonton serial favorit bersantai;aku bahagia bisa tonton serial favorit santa;joy;4
rasa takut ini begitu besar hingga membuatku merasa sangat sulit untuk merasa bahagia;rasa takut begitu besar hingga membuatku merasa sangat sulit merasa bahagia;rasa takut begitu besar hingga buat rasa sangat sulit rasa bahagia;fear;3
nemu sisa makanan di sela sela sofa;nemu sisa makanan sela sela sofa;nemu sisa makan sela sela sofa;disgust;2
tidak sabar buat gabung sama komunitas berkebun besok;sabar buat gabung sama komunitas berkebun besok;sabar buat gabung sama komunitas kebun besok;anticipation;1
ngerasa sedih banget tiap kali sadar gak ada yang benerbener peduli sama aku;ngerasa sedih banget tiap kali sadar ada benerbener peduli sama aku;ngerasa sedih banget tiap kali sadar ada benerbener peduli sama aku;sadness;5
orang batuk gak tutup mulut di tempat umum;orang batuk tutup mulut tempat umum;orang batuk tutup mulut tempat umum;disgust;2
menyelesaikan misi sulit di game hari ini bikin aku merasa bangga dan bahagia;menyelesaikan misi sulit game hari membuat aku merasa bangga bahagia;selesai misi sulit game hari buat aku rasa bangga bahagia;joy;4
hitung mundur setiap jam karena besok akan jadi hari yang spesial;hitung mundur jam besok jadi hari spesial;hitung mundur jam besok jadi hari spesial;anticipation;1
marah banget karena keinginan yang sudah aku rencanakan sejak lama berakhir dengan kekecewaan;marah banget keinginan sudah aku rencanakan sejak lama berakhir kekecewaan;marah banget ingin sudah aku rencana sejak lama akhir kecewa;anger;0
tidak tahan melihat hewan peliharaan yang tidak dirawat dengan baik;tahan melihat hewan peliharaan tidak dirawat baik;tahan lihat hewan pelihara tidak rawat baik;disgust;2
takut kalau apa yang aku perjuangkan sekarang ternyata tidak ada artinya di masa depan;takut kalau apa aku perjuangkan sekarang ternyata ada artinya masa depan;takut kalau apa aku juang sekarang nyata ada arti masa depan;fear;3
kadang ngerasa sendirian padahal banyak orang di sekitar;kadang ngerasa sendirian padahal banyak orang sekitar;kadang ngerasa sendiri padahal banyak orang sekitar;sadness;5
rasanya tidak sabar buat hari senin ketemu klien besar;rasanya sabar buat hari senin ketemu klien besar;rasa sabar buat hari senin ketemu klien besar;anticipation;1
aku jijik banget lihat makanan basi dibiarkan di meja;aku jijik banget lihat makanan basi dibiarkan meja;aku jijik banget lihat makan basi biar meja;disgust;2
rasa takut ini seperti menggerogoti setiap momen kebahagiaan yang aku miliki;rasa takut seperti menggerogoti momen kebahagiaan aku miliki;rasa takut seperti gerogot momen bahagia aku milik;fear;3
marah banget tugas yang seharusnya tanggung jawab tim malah dilempar ke aku;marah banget tugas seharusnya tanggung jawab tim malah dilempar aku;marah banget tugas harus tanggung jawab tim malah lempar aku;anger;0
marah banget karena hidup ini tidak pernah kasih ruang buat aku bernafas lega;marah banget hidup tidak pernah kasih ruang buat aku bernafas lega;marah banget hidup tidak pernah kasih ruang buat aku nafas lega;anger;0
kesel maksimal karena dunia ini semakin hari semakin egois dan acuh tidak acuh;kesel maksimal dunia semakin hari semakin egois acuh acuh;kesel maksimal dunia makin hari makin egois acuh acuh;anger;0
aku bahagia banget karena bisa mencicipi hidangan seafood yang segar;aku bahagia banget bisa mencicipi hidangan seafood segar;aku bahagia banget bisa cicip hidang seafood segar;joy;4
aku merasa sangat bahagia ketika melihat hasil kerjaku dihargai oleh atasan;aku merasa sangat bahagia melihat hasil kerjaku dihargai atasan;aku rasa sangat bahagia lihat hasil kerja harga atas;joy;4
aku bahagia banget bisa menemukan easter egg di game kesukaan;aku bahagia banget menemukan easter egg game kesukaan;aku bahagia banget temu easter egg game suka;joy;4
bahagia itu saat bisa menikmati secangkir teh di sore hari yang sejuk;bahagia saat menikmati secangkir teh sore hari sejuk;bahagia saat nikmat cangkir teh sore hari sejuk;joy;4
tidak sabar buat merasakan atmosfer spiritual di hari suci ini;sabar buat merasakan atmosfer spiritual hari suci;sabar buat rasa atmosfer spiritual hari suci;anticipation;1
sering takut buat bicara jujur takut kalau nanti malah disalahpahami;sering takut buat bicara jujur takut kalau malah disalahpahami;sering takut buat bicara jujur takut kalau malah disalahpahami;fear;3
jijik lihat orang yang tidak sikat gigi tapi masih mau ngobrol;jijik lihat orang tidak sikat gigi masih mau ngobrol;jijik lihat orang tidak sikat gigi masih mau ngobrol;disgust;2
marah banget karena setiap kali mencoba teknik baru selalu gagal total;marah banget setiap kali mencoba teknik baru selalu gagal total;marah banget tiap kali coba teknik baru selalu gagal total;anger;0
aku tidak pernah merasa ragu karena kepercayaan ini ada bersamaku;aku pernah merasa ragu kepercayaan ada bersamaku;aku pernah rasa ragu percaya ada sama;trust;6
setiap saat bersamamu membuatku merasa tenang dan bahagia;saat bersamamu membuatku merasa tenang bahagia;saat sama buat rasa tenang bahagia;trust;6
setiap kali ragu aku selalu ingat betapa kuat rasa percayaku padamu;kali ragu aku selalu ingat betapa kuat rasa percayaku padamu;kali ragu aku selalu ingat betapa kuat rasa percaya pada;trust;6
pikiranku terus ke perubahan ini semakin hari semakin tidak sabar;pikiranku terus perubahan semakin hari semakin sabar;pikir terus ubah makin hari makin sabar;anticipation;1
sering takut kalau nanti akan nyesel karena tidak mengambil kesempatan ini;sering takut kalau akan nyesel tidak mengambil kesempatan;sering takut kalau akan nyesel tidak ambil sempat;fear;3
aku tahu kamu akan selalu memberikan yang terbaik untuk kita;aku tahu kamu selalu memberikan terbaik kita;aku tahu kamu selalu beri baik kita;trust;6
tidak tahan lagi sama perasaan gagal terus setiap kali mencoba menggapai keinginan ini;tahan sama perasaan gagal terus kali mencoba menggapai keinginan;tahan sama asa gagal terus kali coba gapai ingin;anger;0
melihat bunga bermekaran di sepanjang jalan bikin hatiku penuh kebahagiaan;melihat bunga bermekaran sepanjang jalan membuat hatiku penuh kebahagiaan;lihat bunga mekar panjang jalan buat hati penuh bahagia;joy;4
nginjek tai kucing pas lagi pakai sandal jepit;nginjek tai kucing lagi pakai sandal jepit;nginjek tai kucing lagi pakai sandal jepit;disgust;2
rasa takut ini begitu besar hingga aku merasa tidak bisa bergerak;rasa takut begitu besar hingga aku merasa bisa bergerak;rasa takut begitu besar hingga aku rasa bisa gerak;fear;3
merajut syal baru untuk musim dingin selalu bikin aku bahagia;merajut syal baru musim dingin selalu membuat aku bahagia;rajut syal baru musim dingin selalu buat aku bahagia;joy;4
aku sangat takut dengan apa yang akan terjadi selanjutnya rasanya seperti tidak ada harapan;aku sangat takut apa akan terjadi selanjutnya rasanya tidak harapan;aku sangat takut apa akan jadi lanjut rasa tidak harap;fear;3
aku merasa sangat jijik melihat orang tidak peduli dengan kebersihan diri mereka;aku merasa sangat jijik melihat orang peduli kebersihan diri;aku rasa sangat jijik lihat orang peduli bersih diri;disgust;2
ngitung hari terus karena tidak sabar buat ngecat miniatur lagi;ngitung hari terus tidak sabar buat ngecat miniatur;ngitung hari terus tidak sabar buat ngecat miniatur;anticipation;1
kepercayaan ini adalah dasar dari semua yang kita bangun bersama;kepercayaan adalah dasar semua kita bangun bersama;percaya adalah dasar semua kita bangun sama;trust;6
tidak habis pikir kenapa server game ini selalu down di jamjam sibuk;habis pikir server game selalu down jamjam sibuk;habis pikir server game selalu down jamjam sibuk;anger;0
sejak ibu meninggal hidupku berubah gak ada lagi sosok yang selalu menguatkanku;sejak ibu meninggal hidupku berubah ada sosok selalu menguatkanku;sejak ibu tinggal hidup ubah ada sosok selalu kuat;sadness;5
bermain game sandbox bikin aku bebas berkreasi dan merasa bahagia;bermain game sandbox membuat aku bebas berkreasi merasa bahagia;main game sandbox buat aku bebas kreasi rasa bahagia;joy;4
mau bilang jujur tapi rasa takut bikin semuanya jadi rumit;mau bilang jujur rasa takut membuat semuanya jadi rumit;mau bilang jujur rasa takut buat semua jadi rumit;fear;3
tidak ada yang bisa menghilangkan rasa takut ini meski aku mencoba sekuat tenaga;ada bisa menghilangkan rasa takut meski aku mencoba sekuat tenaga;ada bisa hilang rasa takut meski aku coba kuat tenaga;fear;3
tidak sabar banget rasanya waktu berjalan sangat lambat;sabar banget rasanya waktu berjalan sangat lambat;sabar banget rasa waktu jalan sangat lambat;anticipation;1
aku takut semua ini akan berakhir dengan cara yang tidak aku inginkan;aku takut semua akan berakhir cara tidak aku inginkan;aku takut semua akan akhir cara tidak aku ingin;fear;3
kepercayaan ini memberi makna baru pada hubungan kita;kepercayaan memberi makna baru hubungan;percaya beri makna baru hubung;trust;6
setiap detik rasanya gugup karena tidak sabar ingin ketemu dia;detik rasanya gugup tidak sabar ketemu;detik rasa gugup tidak sabar ketemu;anticipation;1
aku masih sering mimpi ibu masih ada di sini tapi kenyataannya beliau udah gak ada;aku sering mimpi ibu sini kenyataannya beliau tidak ada;aku sering mimpi ibu sini nyata beliau tidak ada;sadness;5
rasanya ingin menyerah setelah gagal begitu banyak;rasanya menyerah gagal banyak;rasa serah gagal banyak;sadness;5
tidak sabar buat mencapai keinginan terbesar yang selama ini aku perjuangkan;sabar buat mencapai keinginan terbesar selama aku perjuangkan;sabar buat capai ingin besar lama aku juang;anticipation;1
tidak ngerti kenapa ada orang yang nyaman dengan kamar penuh debu;ngerti ada orang nyaman kamar penuh debu;ngerti ada orang nyaman kamar penuh debu;disgust;2
ketemu keluarga setelah sekian lama rasanya bikin hati ini hangat dan bahagia;ketemu keluarga sekian lama rasanya membuat hati hangat bahagia;ketemu keluarga sekian lama rasa buat hati hangat bahagia;joy;4
aku merasa bahagia ketika bisa menuntaskan tantangan harian di game mobile;aku merasa bahagia bisa menuntaskan tantangan harian game mobile;aku rasa bahagia bisa tuntas tantang hari game mobile;joy;4
rasanya bahagia bisa menyelesaikan tantangan yang awalnya terasa mustahil;rasanya bahagia menyelesaikan tantangan awalnya terasa mustahil;rasa bahagia selesai tantang awal asa mustahil;joy;4
tidak habis pikir kenapa penulisnya milih ending yang ngegantung seperti gini;habis pikir penulisnya milih ending ngegantung gini;habis pikir tulis milih ending ngegantung gin;anger;0
nemu kotoran lalat di makanan penutup;nemu kotoran lalat makanan penutup;nemu kotor lalat makan tutup;disgust;2
rasanya ingin langsung lompat ke hari di mana keinginan ini terwujud;rasanya langsung lompat hari mana keinginan terwujud;rasa langsung lompat hari mana ingin wujud;anticipation;1
rasa takut ini membuatku merasa seperti aku selalu berada di ambang kehancuran;rasa takut membuatku merasa aku selalu berada ambang kehancuran;rasa takut buat rasa aku selalu ada ambang hancur;fear;3
aku selalu merasa aman karena kepercayaan ini begitu kuat antara kita;aku selalu merasa aman kepercayaan begitu kuat kita;aku selalu rasa aman percaya begitu kuat kita;trust;6
kadang ingin banget ada yang peluk dan bilang semuanya akan baikbaik saja;kadang banget yang peluk bilang semuanya baikbaik;kadang banget yang peluk bilang semua baikbaik;sadness;5
tidak sabar ingin lihat senyum dia waktu kita ketemu nanti;sabar lihat senyum waktu ketemu;sabar lihat senyum waktu ketemu;anticipation;1
tidak tahan lagi sama perasaan gagal terus dalam mewujudkan apa yang aku inginkan;tahan sama perasaan gagal terus mewujudkan apa aku inginkan;tahan sama asa gagal terus wujud apa aku ingin;anger;0
tidak habis pikir kenapa semua rencana buat keinginan ini selalu gagal;habis pikir semua rencana buat keinginan selalu gagal;habis pikir semua rencana buat ingin selalu gagal;anger;0
aku takut dengan semua ketidakpastian ini rasanya seperti tidak ada kendali;aku takut semua ketidakpastian rasanya tidak kendali;aku takut semua ketidakpastian rasa tidak kendali;fear;3
kepercayaan ini adalah dasar dari setiap keputusan yang kita ambil;kepercayaan adalah dasar setiap keputusan kita ambil;percaya adalah dasar tiap putus kita ambil;trust;6
rasanya sangat bahagia bisa membuat kerajinan tangan untuk hiasan rumah;rasanya sangat bahagia membuat kerajinan tangan hiasan rumah;rasa sangat bahagia buat rajin tangan hias rumah;joy;4
rasanya sangat bahagia ketika melihat hasil kerja keras terbayar dengan baik;rasanya sangat bahagia melihat hasil kerja keras terbayar baik;rasa sangat bahagia lihat hasil kerja keras bayar baik;joy;4
kesel maksimal karena mode multiplayernya penuh sama cheater;kesel maksimal mode multiplayernya penuh sama cheater;kesel maksimal mode multiplayernya penuh sama cheater;anger;0
tidak tahan lagi sama janjijanji kosong yang tidak pernah kamu tepati;tahan sama janjijanji kosong tidak pernah kamu tepati;tahan sama janjijanji kosong tidak pernah kamu tepat;anger;0
aku percaya bahwa kita bisa mengatasi segala tantangan yang datang;aku percaya kita mengatasi segala tantangan datang;aku percaya kita atas segala tantang datang;trust;6
rasanya bahagia bisa menikmati makanan sehat yang juga enak;rasanya bahagia menikmati makanan sehat juga enak;rasa bahagia nikmat makan sehat juga enak;joy;4
rasa takut ini membuatku merasa seperti tidak ada jalan keluar dari semua ini;rasa takut membuatku merasa tidak jalan keluar semua;rasa takut buat rasa tidak jalan keluar semua;fear;3
tidak sabar buat lihat hasil kerja keras yang bisa wujudkan keinginanku;sabar buat lihat hasil kerja keras bisa wujudkan keinginanku;sabar buat lihat hasil kerja keras bisa wujud ingin;anticipation;1
kebahagiaan adalah ketika bisa menikmati waktu sore dengan secangkir teh;kebahagiaan ketika menikmati waktu sore secangkir teh;bahagia ketika nikmat waktu sore cangkir teh;joy;4
beneran tidak tahan lihat orang yang makan dengan mulut penuh dan tidak nutup;beneran tahan lihat orang makan mulut penuh tidak nutup;beneran tahan lihat orang makan mulut penuh tidak nutup;disgust;2
setiap kata yang kamu ucapkan membuatku merasa tenang dan nyaman;kata kamu ucapkan membuatku merasa tenang nyaman;kata kamu ucap buat rasa tenang nyaman;trust;6
tidak tahan sama bau badan orang di gym;tahan sama bau badan orang gym;tahan sama bau badan orang gym;disgust;2
tidak bisa berhenti merasa jijik melihat tumpukan sampah di jalanan;bisa berhenti merasa jijik melihat tumpukan sampah jalanan;bisa henti rasa jijik lihat tumpu sampah jalan;disgust;2
marah banget karena hidup ini selalu kasih rintangan tanpa henti;marah banget hidup selalu kasih rintangan henti;marah banget hidup selalu kasih rintang henti;anger;0
setiap momen bersamamu membuktikan betapa tulusnya rasa percayaku padamu;momen bersamamu membuktikan betapa tulusnya rasa percayaku padamu;momen sama bukti betapa tulus rasa percaya pada;trust;6
rasanya bahagia ketika bisa mendengar suara alam di pagi hari;rasanya bahagia bisa mendengar suara alam pagi hari;rasa bahagia bisa dengar suara alam pagi hari;joy;4
aku merasa sangat bahagia ketika bisa mengumpulkan koleksi buku favorit;aku merasa sangat bahagia bisa mengumpulkan koleksi buku favorit;aku rasa sangat bahagia bisa kumpul koleksi buku favorit;joy;4
rasanya bahagia banget bisa kembali menari setelah lama tidak berlatih;rasanya bahagia banget kembali menari lama berlatih;rasa bahagia banget kembali tari lama latih;joy;4
tidak tahan lagi ingin segera menjalani momen spiritual yang dinantikan;tahan ingin segera menjalani momen spiritual dinantikan;tahan ingin segera jalan momen spiritual nanti;anticipation;1
tidak sabar nunggu keputusan dari klien tentang proposal yang aku ajukan;sabar nunggu keputusan klien proposal aku ajukan;sabar nunggu putus klien proposal aku aju;anticipation;1
melihat orang tidak menjaga kebersihan diri mereka sungguh menjijikkan;melihat orang menjaga kebersihan diri sungguh menjijikkan;lihat orang jaga bersih diri sungguh jijik;disgust;2
tidak tahan lagi lihat orang yang selalu egois dalam segala hal;tahan lihat orang selalu egois segala;tahan lihat orang selalu egois segala;anger;0
pengkhianatan ini ninggalin luka yang mungkin gak akan pernah sembuh;pengkhianatan ninggalin luka mungkin akan pernah sembuh;khianat ninggalin luka mungkin akan pernah sembuh;sadness;5
jijik banget lihat tumpukan piring kotor di dapur umum;jijik banget lihat tumpukan piring kotor dapur umum;jijik banget lihat tumpu piring kotor dapur umum;disgust;2
sebenarnya mau bicara tapi takut banget kalau salah ucap dan malah bikin masalah;sebenarnya mau bicara takut banget kalau salah ucap malah membuat masalah;benar mau bicara takut banget kalau salah ucap malah buat masalah;fear;3
rasanya bahagia bisa menatap bintangbintang di langit malam yang cerah;rasanya bahagia menatap bintangbintang langit malam cerah;rasa bahagia tatap bintangbintang langit malam cerah;joy;4
kamu selalu memberikan alasan untuk percaya pada setiap kata yang kamu ucapkan;kamu selalu memberikan alasan percaya setiap kata kamu ucapkan;kamu selalu beri alas percaya tiap kata kamu ucap;trust;6
marah banget karena buku ini terlalu berteletele tidak fokus ke plot utama;marah banget buku terlalu berteletele fokus plot utama;marah banget buku terlalu berteletele fokus plot utama;anger;0
lingkungan kerja yang tidak bersih membuatku kehilangan semangat;lingkungan kerja tidak bersih membuatku kehilangan semangat;lingkung kerja tidak bersih buat hilang semangat;disgust;2
lihat orang gatel gatelan di tempat umum;lihat orang gatel gatelan tempat umum;lihat orang gatel gatelan tempat umum;disgust;2
kesel karena setiap kali aku punya ide selalu dipatahkan tanpa alasan;kesel setiap kali aku punya ide selalu dipatahkan alasan;kesel tiap kali aku punya ide selalu patah alas;anger;0
kesel banget karena konflik yang dibangun di awal cerita tidak diselesaikan dengan baik;kesel banget konflik dibangun awal cerita diselesaikan baik;kesel banget konflik bangun awal cerita selesai baik;anger;0
aku yakin kita bisa mengatasi semua masalah dengan komunikasi yang baik;aku yakin bisa mengatasi semua masalah komunikasi baik;aku yakin bisa atas semua masalah komunikasi baik;trust;6
ingin banget tahu bagaimana reaksi temanteman waktu aku mainkan lagu baru di gitar;banget tahu bagaimana reaksi temanteman waktu aku mainkan lagu baru gitar;banget tahu bagaimana reaksi temanteman waktu aku main lagu baru gitar;anticipation;1
rasanya bahagia banget bisa menyelesaikan tugas sebelum deadline;rasanya bahagia banget menyelesaikan tugas deadline;rasa bahagia banget selesai tugas deadline;joy;4
aku kesel karena kamu tidak pernah peduli sama halhal yang penting buat aku;aku kesel kamu pernah peduli sama halhal penting buat aku;aku kesel kamu pernah peduli sama halhal penting buat aku;anger;0
rasanya ingin nyerah tiap kali mikirin berapa banyak uang yang harus dikeluarin buat bertahan hidup;rasanya nyerah tiap kali mikirin berapa banyak uang harus dikeluarin buat bertahan hidup;rasa nyerah tiap kali mikirin berapa banyak uang harus dikeluarin buat tahan hidup;sadness;5
nginjek muntahan di jalan;nginjek muntahan jalan;nginjek muntah jalan;disgust;2
tidak habis pikir kenapa aku tidak pernah berhasil nguasain teknik dasar hobiku;habis pikir aku pernah berhasil nguasain teknik dasar hobiku;habis pikir aku pernah hasil nguasain teknik dasar hobi;anger;0
tidak sabar buat pakai barang ini tapi ternyata tidak bisa dipakai sama sekali;sabar buat pakai barang tapi ternyata bisa dipakai sama sekali;sabar buat pakai barang tapi nyata bisa pakai sama sekali;anger;0
bahagia itu ketika bisa bangun pagi dan merasakan energi positif sepanjang hari;bahagia ketika bangun pagi merasakan energi positif sepanjang hari;bahagia ketika bangun pagi rasa energi positif panjang hari;joy;4
aku merasa takut setiap kali harus menghadapi situasi yang tidak terduga;aku merasa takut kali menghadapi situasi tidak terduga;aku rasa takut kali hadap situasi tidak duga;fear;3
takut buat mulai sesuatu yang baru karena takut hasilnya tidak sesuai ekspektasi;takut buat mulai yang baru takut hasilnya sesuai ekspektasi;takut buat mulai yang baru takut hasil sesuai ekspektasi;fear;3
rasanya dunia ini cuma peduli sama yang kuat dan gak pernah adil sama yang lemah;rasanya dunia cuma peduli sama kuat tidak pernah adil sama lemah;rasa dunia cuma peduli sama kuat tidak pernah adil sama lemah;sadness;5
kehilangan sesuatu yang berharga itu bikin dunia terasa runtuh;kehilangan yang berharga membuat dunia terasa runtuh;hilang yang harga buat dunia asa runtuh;sadness;5
aku bahagia bisa bermain game bersama keluarga di malam minggu;aku bahagia bermain game bersama keluarga malam minggu;aku bahagia main game sama keluarga malam minggu;joy;4
tidak sabar buat ngerayain hari spesial kita minggu depan;sabar buat ngerayain hari spesial minggu depan;sabar buat ngerayain hari spesial minggu depan;anticipation;1
mungkin aku gak pantas buat bahagia;mungkin aku pantas buat bahagia;mungkin aku pantas buat bahagia;sadness;5
gugup nunggu kepastian apakah keinginan ini akan terwujud;gugup nunggu kepastian keinginan akan terwujud;gugup nunggu pasti ingin akan wujud;anticipation;1
