Jam Tidur Semalam,Seberapa Sibuk Anda Hari Ini (1-5),Seberapa Banyak Tugas/Pekerjaan (1-5),Suasana Hati Anda (1-5),Ceritakan Hari Anda Hari Ini
6,3,3,3,pengen kabur dari semua tanggung jawab ini sesaat aja
6,3,2,3,"hari ini chill tapi tetep produktif, perfect combo"
9,1,1,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
7,4,4,1,"cape hati, bukan cape badan — itu yang paling melelahkan"
8,3,2,3,"badan oke tapi hati hancur, ga tau kenapa juga"
7,1,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
5,3,2,4,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
9,3,4,2,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
8,3,4,4,"gak banyak ngomong hari ini, lebih banyak mikir sendiri"
7,4,5,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
5,5,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
8,5,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
8,2,3,3,overthinking dikit tapi masih bisa dikendaliin untungnya
5,1,1,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
9,4,4,3,"hari ini drama banget, banyak hal yang salah semua"
6,4,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
6,3,3,3,"kadang bosen kadang oke, selang-seling gitu rasanya"
4,3,2,3,"reconnect sama passion lama hari ini, bikin semangat lagi"
9,5,5,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
11,5,5,3,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
5,3,4,2,"hari ini berat banget, ngerasa down dari pagi"
7,1,1,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
2,2,1,4,excited karena dapet kesempatan baru yang udah lama ditunggu
2,2,3,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
8,5,4,3,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
8,1,1,3,"kerjaan beres semua, sisa waktu buat rebahan tenang"
6,2,1,3,"gak ada yang aneh, ngalir aja kayak biasa"
9,1,1,5,"hari ini chill tapi tetep produktif, perfect combo"
8,2,1,4,"pulang lebih awal, sempet me time yang udah lama kangen"
2,3,3,1,"capek banget, tugas numpuk kayak ga ada habisnya"
5,4,4,4,"gak ada komplain sih sebenernya, tapi gak excited juga"
6,1,1,4,"pulang lebih awal, sempet me time yang udah lama kangen"
5,1,1,5,pagi tadi olahraga dulu jadinya badan enak banget
10,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
11,2,1,5,seneng bgt dapet nilai bagus pas ujian tadi
9,1,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
10,1,1,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
11,4,5,2,"semua hal kerasa berat dan susah hari ini, capek"
9,2,2,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
6,4,5,2,"susah fokus banget, pikiran lari kemana-mana terus"
9,5,5,1,"hari ini drama banget, banyak hal yang salah semua"
8,2,1,3,"makan oke, kelas oke, tugas oke — semua oke doang"
9,1,1,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
5,3,4,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
10,4,3,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
7,5,5,2,"badan oke tapi hati hancur, ga tau kenapa juga"
4,1,1,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
6,2,1,4,finally kelar juga projek yang udah molor berminggu-minggu
6,3,4,2,"capek banget, tugas numpuk kayak ga ada habisnya"
5,3,3,3,"gak tau mau bilang apa, rasanya ya begitulah"
7,3,2,4,"hari ini seger banget, semua tugas kelar on time"
6,5,5,1,"down parah hari ini, semangat nol besar"
5,2,2,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
5,2,2,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
6,2,1,3,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
4,3,4,1,"ngerjain kewajiban, setelah itu ya sudah lah"
9,4,3,3,"hari ini so-so aja, antara males dan mau usaha"
6,4,3,3,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
5,2,1,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
8,5,5,1,"burnout parah, udah gak sanggup lagi kayaknya"
9,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
3,2,1,4,cuaca cerah bikin hati ikutan happy ga keruan
4,3,4,4,"standar banget, kayak hari-hari sebelumnya yang mirip"
10,1,2,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
12,2,3,3,overthinking dikit tapi masih bisa dikendaliin untungnya
7,5,5,2,lelah ngejar semuanya tapi kayak ga pernah sampe
10,3,4,5,"happy banget hari ini, banyak hal baik terjadi"
4,2,3,3,"mood on fire dari pagi, semua kerasa ringan"
3,3,2,2,"anxious dari pagi, banyak hal yang bikin khawatir"
7,5,5,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
7,5,5,2,"burnout parah, udah gak sanggup lagi kayaknya"
5,5,4,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
4,1,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,1,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
7,2,3,1,"exhausted total, jalan aja udah kayak zombie"
7,5,5,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
6,4,3,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
6,2,1,4,"gak tau mau bilang apa, rasanya ya begitulah"
8,5,5,2,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
9,1,1,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
8,2,1,5,alhamdulillah hari ini lancar banget ga ada hambatan
8,1,2,4,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
7,4,3,1,gak ngerti kenapa ngerasa hampa gini dari tadi pagi
8,5,5,3,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
6,4,3,3,"tugas segunung, waktu secuil, otak udah mati duluan"
9,2,3,2,"ya jalani aja, toh besok juga bakal ada hari baru"
12,2,3,4,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
4,3,4,3,"mood on fire dari pagi, semua kerasa ringan"
7,2,2,3,"gak ada komplain sih sebenernya, tapi gak excited juga"
9,3,2,3,"cukup lah hari ini, tidak lebih tidak kurang"
7,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
7,5,5,2,"semua hal kerasa berat dan susah hari ini, capek"
9,3,3,2,"emotional banget hari ini, gampang baper sama hal kecil"
6,3,3,3,pengen kabur dari semua tanggung jawab ini sesaat aja
7,4,4,2,"hari ini drama banget, banyak hal yang salah semua"
4,5,5,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
6,4,4,3,"stress parah, deadline mepet semua barengan nyerang"
7,3,3,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
8,1,1,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
6,1,2,4,"happy banget hari ini, banyak hal baik terjadi"
6,1,1,4,belajar hal baru hari ini dan rasanya nagih banget
6,5,5,2,"tugas segunung, waktu secuil, otak udah mati duluan"
5,5,4,3,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
9,1,2,5,"hari ini chill tapi tetep produktif, perfect combo"
2,2,2,5,alhamdulillah hari ini lancar banget ga ada hambatan
11,3,2,3,"ya jalani aja, toh besok juga bakal ada hari baru"
6,4,4,3,"gak ada yang aneh, ngalir aja kayak biasa"
6,3,4,2,"badan oke tapi hati hancur, ga tau kenapa juga"
4,2,1,3,"biasa aja, nothing special, just another day"
5,1,1,5,cuaca cerah bikin hati ikutan happy ga keruan
6,5,4,1,"burnout parah, udah gak sanggup lagi kayaknya"
7,3,2,3,"produktif parah hari ini, kayak mesin yang ga berhenti"
4,5,4,3,"bad day banget, hampir nangis beberapa kali hari ini"
10,1,2,3,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
6,3,4,3,"tugas segunung, waktu secuil, otak udah mati duluan"
6,3,2,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
8,3,2,3,"ya jalani aja, toh besok juga bakal ada hari baru"
3,3,2,3,"ngerjain kewajiban, setelah itu ya sudah lah"
6,3,3,4,"gak banyak drama hari ini, adem ayem aja"
10,3,2,3,cuaca cerah bikin hati ikutan happy ga keruan
6,3,3,1,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
5,1,2,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
7,5,4,1,"emotional banget hari ini, gampang baper sama hal kecil"
10,1,1,5,"mood on fire dari pagi, semua kerasa ringan"
6,3,4,4,ngerasa punya achievement kecil tapi berarti banget buat aku
9,2,2,2,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
4,4,5,1,lelah ngejar semuanya tapi kayak ga pernah sampe
6,4,3,2,"pikiran gelap dateng lagi, susah diusir pergi"
4,5,5,1,"semua hal kerasa berat dan susah hari ini, capek"
7,5,5,3,"lelah fisik sama mental, dua-duanya udah di titik mentok"
6,5,4,1,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
7,4,5,1,"hari ini drama banget, banyak hal yang salah semua"
7,5,5,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
7,3,3,4,"gak banyak drama hari ini, adem ayem aja"
7,1,2,4,ngerasa punya achievement kecil tapi berarti banget buat aku
7,1,1,5,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
10,4,3,3,"semua hal kerasa berat dan susah hari ini, capek"
9,2,2,3,"gak tau mau bilang apa, rasanya ya begitulah"
5,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
7,5,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
9,5,5,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
9,4,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
2,4,5,3,"bad day banget, hampir nangis beberapa kali hari ini"
8,1,2,5,alhamdulillah hari ini lancar banget ga ada hambatan
9,4,4,4,"ya gini-gini aja, standar banget hari ini mah"
7,5,5,1,"anxious dari pagi, banyak hal yang bikin khawatir"
10,3,2,2,"lumayan lah, ada naik turunnya tapi masih oke"
9,5,5,2,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
7,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
1,3,4,2,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
5,3,3,2,"susah fokus banget, pikiran lari kemana-mana terus"
4,4,4,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
10,4,4,3,"standar banget, kayak hari-hari sebelumnya yang mirip"
8,4,3,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
5,4,3,3,"makan oke, kelas oke, tugas oke — semua oke doang"
10,3,4,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
2,5,5,1,"capek banget, tugas numpuk kayak ga ada habisnya"
5,2,3,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
8,2,3,3,"hari ini chill tapi tetep produktif, perfect combo"
7,3,4,3,"menjalani hari ini tanpa ekspektasi, hasilnya ya segini"
7,3,4,2,"tugas segunung, waktu secuil, otak udah mati duluan"
9,3,4,2,"ya gini-gini aja, standar banget hari ini mah"
2,4,5,1,nangis di kamar mandi karena udah gak tahan stressnya
2,3,2,3,"emotional banget hari ini, gampang baper sama hal kecil"
6,3,4,5,semangat banget ngerjain tugas karena topiknya menarik bgt
2,3,2,5,"hari ini seger banget, semua tugas kelar on time"
11,2,3,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
5,2,1,3,"fine-fine aja sih, cuma capek biasa yang wajar"
7,3,3,2,kerja keras dikit tapi hasilnya ya segitu-gitu aja
8,4,5,2,pengen balik ke kasur dan ga keluar selamanya rasanya
9,5,5,1,"pikiran gelap dateng lagi, susah diusir pergi"
4,3,4,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
5,5,5,1,"hari ini berat banget, ngerasa down dari pagi"
9,2,2,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
4,5,4,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
5,4,3,5,"ngerasa hidup hari ini, bukan cuma ngejalanin rutinitas doang"
10,1,1,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
3,3,2,5,"hari ini biasa aja sih, gak ada yang spesial"
5,1,1,4,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
9,2,3,3,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
4,5,5,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,2,1,5,"hari ini berasa ringan banget, kayak abis lepas beban"
4,4,3,1,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
5,4,3,3,"fine-fine aja sih, cuma capek biasa yang wajar"
4,2,1,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
5,1,1,5,"pikiran jernih banget hari ini, bisa fokus full"
6,4,3,3,"susah fokus banget, pikiran lari kemana-mana terus"
5,2,1,4,ngerasa punya achievement kecil tapi berarti banget buat aku
7,2,2,5,"hari ini fun banget, belajar sambil ketawa-ketawa sama temen"
4,1,2,3,"pikiran jernih banget hari ini, bisa fokus full"
9,5,5,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
7,5,5,1,lelah ngejar semuanya tapi kayak ga pernah sampe
7,3,3,3,dapet feedback positif yang bikin makin yakin sama diri sendiri
7,1,2,5,cuaca cerah bikin hati ikutan happy ga keruan
3,3,2,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
9,2,2,4,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
5,5,5,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
7,5,5,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
3,2,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
10,1,1,4,"hari ini seger banget, semua tugas kelar on time"
9,4,4,4,"hari ini seger banget, semua tugas kelar on time"
9,5,4,2,"capek banget, tugas numpuk kayak ga ada habisnya"
9,4,5,2,"bad day banget, hampir nangis beberapa kali hari ini"
6,5,5,2,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
8,3,4,5,excited karena dapet kesempatan baru yang udah lama ditunggu
2,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
8,2,2,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
8,3,3,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
5,1,1,4,excited karena dapet kesempatan baru yang udah lama ditunggu
6,5,5,1,nangis di kamar mandi karena udah gak tahan stressnya
4,1,1,5,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
4,5,4,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
9,1,1,4,belajar hal baru hari ini dan rasanya nagih banget
5,3,2,3,"mood on fire dari pagi, semua kerasa ringan"
10,3,3,3,tugas beres tapi gak ngerasa puas atau kecewa
7,2,3,2,"ya gini-gini aja, standar banget hari ini mah"
8,3,3,1,pengen kabur dari semua tanggung jawab ini sesaat aja
6,2,1,5,"hari ini seger banget, semua tugas kelar on time"
5,2,2,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
12,2,3,3,"tugas segunung, waktu secuil, otak udah mati duluan"
10,5,5,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
11,3,3,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
6,2,3,4,"pulang lebih awal, sempet me time yang udah lama kangen"
6,2,3,4,alhamdulillah hari ini lancar banget ga ada hambatan
3,4,5,1,"bad day banget, hampir nangis beberapa kali hari ini"
4,4,3,2,lelah ngejar semuanya tapi kayak ga pernah sampe
9,2,1,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
6,3,4,2,"exhausted total, jalan aja udah kayak zombie"
6,1,1,5,"pikiran jernih banget hari ini, bisa fokus full"
4,2,2,3,"ngerjain kewajiban, setelah itu ya sudah lah"
8,5,4,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
8,2,2,5,semangat banget ngerjain tugas karena topiknya menarik bgt
5,1,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
3,2,2,4,alhamdulillah hari ini lancar banget ga ada hambatan
7,3,4,1,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
6,1,1,5,"reconnect sama passion lama hari ini, bikin semangat lagi"
3,1,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
4,1,1,4,"pulang lebih awal, sempet me time yang udah lama kangen"
1,2,2,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
12,2,1,5,"pulang lebih awal, sempet me time yang udah lama kangen"
7,1,1,5,"mood on fire dari pagi, semua kerasa ringan"
9,2,1,4,overthinking dikit tapi masih bisa dikendaliin untungnya
7,1,2,5,"hari ini berasa ringan banget, kayak abis lepas beban"
8,1,2,4,"semuanya berjalan sesuai plan, langka tapi nyata hari ini"
6,5,5,1,"gak mood sama sekali, males banget ngapa-ngapain hari ini"
5,5,4,1,"exhausted total, jalan aja udah kayak zombie"
9,5,5,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
11,1,1,5,finally kelar juga projek yang udah molor berminggu-minggu
9,2,1,5,semangat banget ngerjain tugas karena topiknya menarik bgt
4,2,2,3,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
10,1,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
6,5,4,1,"hari ini drama banget, banyak hal yang salah semua"
5,4,3,3,pagi tadi olahraga dulu jadinya badan enak banget
8,4,5,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
8,3,2,5,"kadang bosen kadang oke, selang-seling gitu rasanya"
10,2,1,3,"waktu terasa lambat, tapi akhirnya selesai juga hari ini"
4,1,1,4,belajar hal baru hari ini dan rasanya nagih banget
9,5,5,2,"anxious dari pagi, banyak hal yang bikin khawatir"
7,3,4,3,"hari ini biasa aja sih, gak ada yang spesial"
8,5,4,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
6,3,4,2,pengen kabur dari semua tanggung jawab ini sesaat aja
8,5,5,2,"hari ini berat banget, ngerasa down dari pagi"
4,3,3,3,"gak tau mau bilang apa, rasanya ya begitulah"
6,1,1,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
4,5,4,2,"bad day banget, hampir nangis beberapa kali hari ini"
7,5,4,2,lelah ngejar semuanya tapi kayak ga pernah sampe
9,5,5,1,"stress parah, deadline mepet semua barengan nyerang"
6,3,3,3,"ngejalanin rutinitas seperti biasa, gak naik gak turun"
2,2,1,4,semangat banget ngerjain tugas karena topiknya menarik bgt
7,2,2,4,"ya gini-gini aja, standar banget hari ini mah"
5,1,1,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
8,4,3,5,excited karena dapet kesempatan baru yang udah lama ditunggu
7,2,2,5,pagi tadi olahraga dulu jadinya badan enak banget
4,4,5,3,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
8,3,2,3,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
4,5,5,2,"lelah fisik sama mental, dua-duanya udah di titik mentok"
2,3,4,2,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
9,2,2,5,dapat apresiasi dari dosen bikin semangat dobel hari ini
4,2,3,5,"pulang lebih awal, sempet me time yang udah lama kangen"
5,1,1,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
6,5,5,2,"semua hal kerasa berat dan susah hari ini, capek"
7,1,1,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
9,4,5,1,"susah fokus banget, pikiran lari kemana-mana terus"
7,1,1,5,"hari ini chill tapi tetep produktif, perfect combo"
4,2,1,3,belajar hal baru hari ini dan rasanya nagih banget
7,5,5,1,"burnout parah, udah gak sanggup lagi kayaknya"
1,5,4,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
9,1,1,4,excited karena dapet kesempatan baru yang udah lama ditunggu
6,1,1,5,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
5,1,1,3,"pikiran jernih banget hari ini, bisa fokus full"
9,2,2,4,"fine-fine aja sih, cuma capek biasa yang wajar"
4,3,3,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
8,3,3,3,dapet feedback positif yang bikin makin yakin sama diri sendiri
6,5,4,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
7,5,4,3,"ngerasa sendiri padahal dikelilingin banyak orang, aneh banget"
12,5,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
9,4,3,3,pengen balik ke kasur dan ga keluar selamanya rasanya
8,5,5,2,"emotional banget hari ini, gampang baper sama hal kecil"
9,4,5,2,"exhausted total, jalan aja udah kayak zombie"
8,1,2,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
9,3,2,1,"rasanya pengen pause semuanya, istirahat total dari dunia"
5,2,2,4,"hari ini seger banget, semua tugas kelar on time"
3,2,2,3,"ya gini-gini aja, standar banget hari ini mah"
12,3,3,3,"fine-fine aja sih, cuma capek biasa yang wajar"
7,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
9,4,3,2,"rasanya pengen pause semuanya, istirahat total dari dunia"
8,2,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
9,5,5,2,"bad day banget, hampir nangis beberapa kali hari ini"
5,4,4,2,"pikiran gelap dateng lagi, susah diusir pergi"
3,1,1,5,seneng bgt dapet nilai bagus pas ujian tadi
6,1,2,4,seneng bgt dapet nilai bagus pas ujian tadi
6,4,3,2,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
10,3,3,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
9,2,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
5,2,2,4,finally kelar juga projek yang udah molor berminggu-minggu
9,3,2,3,"mood normal, tidak galau tidak juga bahagia berlebihan"
8,3,2,1,"semua salah hari ini, dimulai dari bangun telat sampe tugas error"
4,4,5,2,"semua hal kerasa berat dan susah hari ini, capek"
4,5,4,1,"badan oke tapi hati hancur, ga tau kenapa juga"
4,2,3,4,"kerjaan beres semua, sisa waktu buat rebahan tenang"
6,5,4,1,"overthinking parah tadi malem, jadinya kurang tidur dan lesu"
7,1,1,5,"lunch enak, cuaca oke, tugas beres — hari sempurna"
3,5,5,2,gak sanggup lagi pura-pura baik-baik aja di depan semua orang
7,3,4,3,pengen kabur dari semua tanggung jawab ini sesaat aja
7,4,4,4,"gak banyak drama hari ini, adem ayem aja"
9,3,4,1,"exhausted total, jalan aja udah kayak zombie"
10,1,1,3,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
4,3,3,5,"pikiran jernih banget hari ini, bisa fokus full"
8,1,1,4,cuaca cerah bikin hati ikutan happy ga keruan
1,1,2,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
4,4,3,2,"gak banyak drama hari ini, adem ayem aja"
6,3,4,3,"half-half hari ini, sebagian menyenangkan sebagian meh"
3,2,1,3,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,1,2,5,pagi tadi olahraga dulu jadinya badan enak banget
7,4,4,1,nangis di kamar mandi karena udah gak tahan stressnya
8,1,1,4,"mood on fire dari pagi, semua kerasa ringan"
6,1,2,3,"biasa aja, nothing special, just another day"
9,2,1,3,"bisa bantu temen yang lagi kesusahan, hati jadi hangat"
11,5,5,2,"pikiran gelap dateng lagi, susah diusir pergi"
4,3,3,2,"cape hati, bukan cape badan — itu yang paling melelahkan"
10,5,5,1,pengen balik ke kasur dan ga keluar selamanya rasanya
4,1,1,4,"reconnect sama passion lama hari ini, bikin semangat lagi"
6,1,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
10,3,4,4,"hari ini berasa ringan banget, kayak abis lepas beban"
4,3,3,3,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
7,1,1,5,dapet feedback positif yang bikin makin yakin sama diri sendiri
4,5,5,2,"susah fokus banget, pikiran lari kemana-mana terus"
8,1,2,4,alhamdulillah hari ini lancar banget ga ada hambatan
10,4,5,1,nangis di kamar mandi karena udah gak tahan stressnya
7,1,2,5,excited karena dapet kesempatan baru yang udah lama ditunggu
7,4,5,2,"emotional banget hari ini, gampang baper sama hal kecil"
5,4,3,3,"rasanya pengen pause semuanya, istirahat total dari dunia"
11,3,3,3,"gak ada komplain sih sebenernya, tapi gak excited juga"
6,1,1,4,dapat apresiasi dari dosen bikin semangat dobel hari ini
7,1,1,5,"ketemu temen lama, ngobrol sampe lupa waktu deh"
9,3,3,5,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
5,2,2,4,ngerjain hal yang aku suka bikin waktu cepet banget berlalu
6,4,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
5,4,4,1,"susah fokus banget, pikiran lari kemana-mana terus"
10,4,5,1,"stress parah, deadline mepet semua barengan nyerang"
8,4,4,4,"half-half hari ini, sebagian menyenangkan sebagian meh"
6,2,3,3,"dengerin playlist favorit sambil ngerjain tugas, efeknya luar biasa"
7,5,5,1,"badan oke tapi hati hancur, ga tau kenapa juga"
8,5,4,1,"lelah fisik sama mental, dua-duanya udah di titik mentok"
6,1,2,5,"hari ini seger banget, semua tugas kelar on time"
9,1,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
7,5,5,3,"exhausted total, jalan aja udah kayak zombie"
6,3,2,4,dapet feedback positif yang bikin makin yakin sama diri sendiri
6,3,4,1,"hari ini drama banget, banyak hal yang salah semua"
8,5,5,1,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
12,5,5,1,"mood jelek dari bangun tidur, dan terus gitu sampe malem"
7,1,2,5,"hari ini seger banget, semua tugas kelar on time"
7,3,2,3,"kesal sama diri sendiri, harusnya bisa lebih baik dari ini"
9,1,1,5,"kerjaan beres semua, sisa waktu buat rebahan tenang"
6,4,5,3,"ya gini-gini aja, standar banget hari ini mah"
7,1,1,5,"hari ini penuh tawa, lupa sama capek dan penat"
9,5,4,1,"overwhelmed banget, kepala udah penuh mau meledak rasanya"
7,2,2,3,"hari ini ngalir, gak ada yang perlu dilebih-lebihkan"
8,1,2,3,"badan oke pikiran oke, tapi gak ada spark gitu"
11,5,4,1,"badan oke tapi hati hancur, ga tau kenapa juga"
9,4,3,3,"semua orang kayak nyebelin hari ini, atau mungkin aku yang sensitif"
8,3,2,4,"ngikutin jadwal aja, autopilot mode sepanjang hari"
8,4,3,4,"happy banget hari ini, banyak hal baik terjadi"
4,1,1,3,"antara pengen rebahan dan harus produktif, pilih tengah-tengah"
10,2,3,4,"produktif parah hari ini, kayak mesin yang ga berhenti"
8,3,3,3,"hari ini berat banget, ngerasa down dari pagi"
5,2,2,5,"hari ini chill tapi tetep produktif, perfect combo"
11,2,1,4,"ketemu temen lama, ngobrol sampe lupa waktu deh"
6,1,1,4,"hari ini seger banget, semua tugas kelar on time"
5,3,2,2,"gak banyak drama hari ini, adem ayem aja"
5,1,2,4,"lunch enak, cuaca oke, tugas beres — hari sempurna"
6,3,4,1,"merasa gagal hari ini, padahal udah usaha sebisa mungkin"
6,4,4,2,"ngikutin jadwal aja, autopilot mode sepanjang hari"
6,5,5,1,"bad day banget, hampir nangis beberapa kali hari ini"
9,2,1,3,"half-half hari ini, sebagian menyenangkan sebagian meh"
11,5,5,1,pengen kabur dari semua tanggung jawab ini sesaat aja
10,5,5,1,"frustrated bgt, usaha keras tapi hasilnya mengecewakan terus"
9,5,4,2,ngerasa gak ada yang ngerti apa yang aku rasain hari ini
7,4,4,1,"capek banget, tugas numpuk kayak ga ada habisnya"
7,1,2,5,"produktif parah hari ini, kayak mesin yang ga berhenti"
5,5,4,1,"stress parah, deadline mepet semua barengan nyerang"
